idrequerimiento,complejidad,prioridad,tipo_tarea,duracion
3935,4,1,testing,7.7
4595,2,2,deployment,2.8
4529,5,1,backend,17.8
3179,2,1,frontend,7.7
2752,5,3,backend,14.3
2954,5,1,deployment,4.6
99,3,3,deployment,2.3
1534,5,2,testing,8.2
4644,1,2,deployment,1.9
2526,5,1,frontend,13.3
4877,5,3,backend,13.9
3410,5,3,testing,7.1
2820,5,2,database,19.8
3115,1,2,frontend,5.6
30,3,2,frontend,8.9
2982,1,2,frontend,5.6
53,4,1,testing,7.7
4198,5,3,frontend,10.7
1852,1,3,testing,3.0
2809,5,1,deployment,4.3
3548,1,1,frontend,5.8
783,3,2,deployment,3.1
604,3,3,frontend,7.6
1395,3,3,database,12.7
1346,4,3,deployment,3.0
418,5,3,backend,14.6
380,2,1,deployment,2.1
965,1,1,database,10.0
4143,5,2,backend,15.9
568,4,2,backend,13.2
1871,1,3,database,8.0
3701,2,2,frontend,7.2
2203,2,1,testing,4.8
833,3,2,deployment,2.6
531,3,1,testing,6.8
2297,1,3,testing,3.3
3872,4,2,deployment,3.6
732,4,1,frontend,11.0
2078,4,1,database,19.3
522,1,1,deployment,2.2
3807,2,1,backend,10.8
686,4,2,testing,7.0
691,3,3,database,12.6
1860,5,1,frontend,13.3
3206,4,3,frontend,8.7
1338,3,3,database,13.2
1256,2,3,deployment,1.8
2556,1,2,testing,3.5
4147,3,3,database,13.0
214,5,3,backend,13.6
2402,5,2,testing,7.5
1157,4,3,database,14.8
3754,4,3,database,15.5
4203,5,1,testing,8.5
3229,2,3,database,10.3
2844,2,2,frontend,7.5
762,3,2,deployment,3.2
3654,3,1,backend,13.3
2835,4,2,database,16.7
4600,1,2,testing,3.8
1431,2,3,deployment,2.3
1418,1,1,deployment,2.1
2821,2,3,frontend,5.8
4807,4,3,frontend,9.2
4895,3,2,frontend,9.1
4526,4,1,database,18.8
4064,1,2,backend,7.6
1268,3,1,database,15.6
3190,5,1,deployment,4.2
2809,5,3,deployment,3.3
414,5,2,testing,8.0
1219,2,1,frontend,8.0
1460,5,3,deployment,3.3
4955,1,1,frontend,6.0
2022,2,3,frontend,6.1
4901,3,2,backend,11.7
2855,2,1,frontend,7.7
1474,4,3,database,15.5
93,5,2,frontend,12.2
2562,4,2,database,17.4
4598,1,2,database,9.3
2670,4,1,deployment,3.9
4079,1,2,testing,3.9
3781,4,3,database,14.8
3229,4,3,frontend,8.9
1933,3,3,backend,10.4
329,5,3,deployment,3.8
1974,1,2,testing,3.2
4760,3,3,testing,5.5
1523,3,3,frontend,7.3
1112,1,1,testing,4.4
3008,2,2,testing,4.4
618,4,2,deployment,3.6
3195,3,3,testing,4.7
3805,4,1,deployment,3.6
4117,3,1,database,16.0
3662,5,1,deployment,4.0
585,4,1,database,18.7
4881,5,1,frontend,12.9
2234,2,2,frontend,7.4
1662,5,1,database,21.5
3619,3,3,backend,10.2
1044,2,3,database,10.6
3927,1,1,testing,4.2
4827,3,2,backend,11.2
4506,5,3,backend,13.6
382,5,3,testing,7.3
4812,2,1,frontend,7.5
3717,2,3,testing,4.4
1554,2,1,deployment,3.1
134,4,1,database,19.1
4446,2,1,deployment,3.0
2540,3,2,database,14.4
1381,1,3,backend,6.3
2839,1,2,backend,7.6
2728,1,2,frontend,5.2
1329,5,3,backend,14.2
3588,2,3,backend,8.3
3372,4,1,frontend,11.2
118,3,2,frontend,8.6
257,1,2,database,8.8
1413,2,3,backend,8.2
4173,2,3,deployment,2.0
1231,1,2,testing,3.6
2572,3,3,deployment,2.7
3328,1,3,deployment,2.1
2317,1,3,frontend,5.1
1413,2,1,testing,5.7
3535,3,2,testing,5.5
1368,2,3,frontend,6.5
4327,4,2,database,17.2
958,5,2,database,19.5
1573,2,3,testing,3.9
3574,3,2,frontend,8.8
1367,3,2,testing,5.8
1639,5,1,testing,9.2
804,3,2,testing,5.6
3695,2,2,deployment,2.8
4980,4,2,database,16.8
2395,5,2,database,20.1
2739,5,2,testing,7.5
2647,1,1,backend,8.4
1681,5,3,testing,7.3
1787,5,2,frontend,12.3
1152,3,1,deployment,2.9
1089,3,2,database,14.2
29,4,1,testing,7.9
1940,1,2,deployment,1.4
290,4,3,backend,12.4
3075,3,1,database,16.4
1089,2,2,database,11.4
1997,1,3,deployment,1.2
3927,5,1,frontend,12.7
2249,5,2,deployment,3.7
3694,2,3,backend,8.2
2050,3,3,deployment,2.9
4628,1,3,backend,6.1
3478,4,3,database,14.8
4542,2,3,database,10.0
3830,2,2,deployment,2.8
3574,3,1,frontend,9.3
3641,3,2,frontend,8.9
4474,1,3,testing,3.4
2143,4,3,database,15.3
4604,4,1,testing,7.2
3151,5,3,deployment,3.6
772,4,2,backend,13.8
2730,2,2,testing,4.8
401,2,2,frontend,6.8
3304,4,1,testing,7.2
4703,4,1,frontend,11.5
1801,5,3,database,17.8
4967,5,2,backend,16.3
1500,4,2,backend,13.5
485,3,3,backend,10.2
4905,2,2,testing,5.2
1953,1,3,database,8.0
2845,1,2,database,9.2
4656,5,2,testing,7.6
1895,1,2,testing,3.5
425,1,2,database,9.0
3895,4,3,database,15.5
26,4,1,deployment,3.8
303,4,2,deployment,3.8
986,4,2,testing,6.4
7,4,1,deployment,3.6
1307,5,1,deployment,4.8
546,2,2,deployment,2.0
2656,5,3,frontend,10.5
965,5,1,database,22.1
2205,2,3,database,10.8
667,3,3,backend,10.4
2531,3,2,deployment,2.7
3229,4,3,testing,6.0
296,4,3,testing,5.7
2657,5,1,frontend,13.1
3738,2,1,frontend,7.8
2144,2,2,backend,9.0
4859,1,2,backend,7.6
698,1,1,frontend,5.8
4633,4,1,testing,8.0
1126,4,1,database,18.6
4306,4,3,testing,6.2
1199,1,3,backend,5.9
660,3,1,backend,13.3
254,5,3,database,17.2
1153,3,3,backend,9.8
3765,1,3,testing,3.6
369,4,3,testing,6.5
4762,1,1,deployment,2.0
2988,1,3,deployment,1.6
1391,3,1,database,16.3
864,5,3,deployment,3.8
3627,5,2,testing,7.5
168,3,2,frontend,8.8
4463,4,1,frontend,11.0
4526,5,1,deployment,4.9
2632,1,2,backend,7.2
129,2,3,backend,8.7
2790,1,1,database,9.8
4080,5,2,testing,7.6
2977,5,2,testing,8.0
3954,4,1,frontend,11.1
1000,2,3,testing,3.7
2354,3,1,frontend,9.9
3990,3,2,backend,11.9
3474,5,1,database,22.5
2622,4,3,database,14.9
3937,3,2,frontend,8.5
1353,1,2,frontend,5.0
2652,4,3,testing,5.8
4624,1,2,testing,3.8
2782,1,2,database,9.4
1493,3,2,testing,6.1
4285,2,2,database,11.4
2131,2,2,frontend,7.2
882,5,3,backend,14.3
3272,4,3,frontend,9.3
1206,2,2,testing,4.4
2779,2,3,testing,4.0
2669,5,1,frontend,13.5
3027,4,3,database,15.5
3786,1,2,deployment,2.1
389,2,3,testing,4.5
3417,2,1,database,12.6
1686,2,3,testing,4.6
1214,4,1,deployment,4.0
4238,3,2,frontend,8.4
3947,1,3,frontend,5.0
46,4,1,database,18.8
788,5,1,testing,9.1
1247,3,2,deployment,2.4
4878,3,2,deployment,2.7
4840,1,2,frontend,5.7
4095,2,1,testing,5.1
4610,5,3,frontend,10.6
2267,2,3,database,10.8
2899,5,2,backend,16.3
2051,3,3,database,13.2
2266,3,3,backend,10.6
1303,5,3,testing,7.0
1468,3,1,database,15.8
4393,2,3,testing,4.5
2430,2,1,backend,10.3
2280,5,2,frontend,12.2
183,4,3,database,14.9
4418,2,1,deployment,2.6
2516,5,3,testing,6.5
819,1,2,frontend,5.6
3991,1,3,testing,3.4
1578,4,2,deployment,3.4
3657,4,1,testing,7.4
1196,4,2,backend,14.0
3788,4,2,frontend,10.6
1973,2,2,backend,9.3
4643,4,2,database,17.4
184,4,2,database,17.1
2667,4,3,backend,12.1
1222,2,1,testing,4.8
2080,5,1,testing,8.7
2258,1,3,frontend,4.9
796,1,3,testing,3.1
2300,3,1,backend,12.9
1357,5,1,deployment,4.4
4436,2,3,testing,3.7
2991,4,3,testing,6.2
4277,2,2,frontend,7.1
3846,1,3,frontend,5.0
406,2,1,backend,10.4
2224,3,2,frontend,9.1
450,4,2,backend,13.5
3795,1,3,database,7.8
1737,4,1,database,19.2
3625,5,1,database,22.0
1033,3,2,testing,5.3
4134,1,1,testing,4.3
3619,1,2,backend,7.2
4548,4,3,database,15.4
2637,4,1,frontend,11.0
2776,4,2,database,16.7
4340,2,2,backend,9.7
1094,2,1,testing,5.0
2297,3,3,deployment,2.4
4743,4,1,frontend,11.4
2469,5,1,frontend,13.7
3424,2,1,database,12.7
3216,3,3,testing,5.4
4287,3,2,frontend,8.1
4975,3,3,deployment,3.0
13,3,3,frontend,7.8
1810,5,3,deployment,3.9
277,1,2,deployment,1.7
2058,5,2,frontend,12.3
1776,4,2,frontend,10.5
1101,2,2,frontend,6.7
612,1,1,database,9.5
1152,3,3,database,13.3
3968,3,1,database,15.8
2895,5,3,backend,14.0
226,3,2,testing,5.7
2590,4,3,testing,6.0
856,1,3,backend,6.0
3451,2,2,backend,9.0
2441,5,3,testing,6.8
2962,2,1,testing,5.5
2866,5,3,database,17.2
1494,3,3,backend,10.5
2352,4,1,testing,7.5
3226,4,3,frontend,8.9
4906,4,1,testing,7.9
4913,5,2,testing,8.1
2535,2,2,database,11.9
690,4,3,frontend,9.0
1849,5,2,database,20.0
3782,4,3,deployment,3.2
4215,3,3,testing,5.1
3160,1,1,database,10.2
850,5,2,frontend,12.0
3359,1,1,backend,8.1
4417,3,3,database,13.2
4978,5,3,database,18.1
4174,2,3,testing,3.9
48,3,1,testing,6.6
744,3,3,frontend,7.6
1569,3,1,backend,12.6
3362,2,2,database,12.0
2340,5,3,database,17.4
60,3,1,database,15.9
2912,3,3,database,13.1
4432,1,1,testing,4.1
4758,5,3,testing,6.7
4705,3,3,frontend,8.0
3411,5,1,deployment,4.6
2693,2,1,testing,5.2
4746,4,2,backend,13.7
1920,2,3,frontend,6.2
3075,1,2,backend,7.4
2138,1,1,testing,3.5
1532,3,1,deployment,3.4
1211,4,2,deployment,3.8
3521,5,2,database,19.4
2116,1,2,backend,6.9
4779,5,2,database,20.1
3340,1,3,database,7.6
4378,3,2,deployment,3.0
3814,3,3,backend,10.5
3944,3,3,testing,4.7
974,5,3,database,17.7
4418,3,1,frontend,10.0
4809,2,2,deployment,2.1
3748,5,2,testing,7.9
4119,1,1,deployment,2.2
4538,2,1,database,13.2
162,3,1,deployment,3.4
1803,1,3,backend,6.8
2728,3,3,deployment,3.0
1929,4,1,testing,7.2
3087,5,3,deployment,3.3
569,5,3,frontend,10.2
4496,3,2,backend,11.7
2777,3,2,testing,5.5
2027,5,1,frontend,13.5
2477,3,2,database,14.5
4742,5,3,database,17.7
4319,3,3,backend,9.8
188,4,2,testing,6.8
4290,4,3,database,15.1
4946,5,1,database,22.4
3403,4,2,deployment,3.2
3003,5,2,backend,16.0
3573,2,2,backend,9.4
2153,3,3,database,12.4
67,2,3,testing,4.5
4502,1,2,backend,7.2
2006,3,2,testing,6.1
3731,3,3,testing,5.1
1039,5,1,deployment,4.3
2365,5,2,backend,16.2
3757,4,1,frontend,11.4
1783,3,1,frontend,9.5
3024,5,3,backend,14.0
810,1,2,frontend,5.2
830,3,3,database,13.1
2641,5,2,frontend,11.7
1225,3,2,backend,11.2
4603,4,1,frontend,11.7
3989,3,2,testing,5.8
2238,5,1,database,22.4
2155,4,2,frontend,10.0
2953,3,3,backend,9.9
111,2,2,backend,9.2
4389,1,3,deployment,1.2
2735,2,2,backend,9.4
2721,1,2,deployment,2.2
232,2,3,testing,4.1
1829,5,2,frontend,11.8
4147,2,2,frontend,6.6
4545,3,3,database,12.5
3141,3,3,deployment,2.9
4744,1,1,database,9.9
163,2,2,database,12.1
3462,3,2,testing,5.7
457,2,1,backend,10.0
807,1,2,backend,7.4
4209,5,2,backend,15.4
3535,4,1,backend,15.6
1416,2,2,deployment,2.6
3800,1,1,backend,8.2
2459,2,1,frontend,7.9
3646,4,1,database,18.6
3638,4,1,testing,7.5
4883,4,3,frontend,9.2
2884,4,1,testing,8.1
4725,1,2,testing,4.0
283,5,2,backend,16.2
616,4,2,database,16.7
1375,2,1,backend,9.9
2056,5,1,backend,17.8
781,4,1,deployment,3.6
3203,3,3,database,12.6
2777,3,3,frontend,7.8
1736,3,3,deployment,2.6
523,4,1,testing,7.6
1377,3,1,deployment,3.7
2695,2,1,frontend,7.4
1418,2,2,deployment,2.5
4646,1,1,frontend,5.8
3734,3,2,backend,11.6
1887,2,1,deployment,3.0
3138,2,3,backend,8.3
4538,4,3,testing,6.0
1815,5,1,database,21.8
1212,3,3,backend,10.1
1481,3,3,frontend,7.2
4605,1,2,deployment,1.3
788,4,3,backend,12.4
3471,3,2,deployment,2.5
890,5,2,database,19.6
3647,5,3,frontend,10.8
1633,2,2,backend,9.4
1608,3,2,deployment,3.3
3796,2,1,backend,10.1
4580,3,1,database,16.1
78,4,1,backend,15.2
3493,1,3,database,8.0
4886,5,3,testing,6.8
1653,5,1,database,21.7
3422,4,1,backend,14.8
1051,3,1,frontend,9.6
2083,2,3,frontend,6.4
2557,5,2,frontend,11.7
1325,5,1,deployment,4.7
3756,2,2,deployment,2.0
3092,2,3,frontend,6.6
2552,3,3,deployment,2.4
2140,4,3,deployment,3.5
3586,3,2,database,14.6
1290,5,1,deployment,4.7
618,5,1,frontend,13.3
3210,5,1,testing,9.2
1725,5,3,backend,13.9
2212,5,2,frontend,11.4
2072,4,1,deployment,3.6
3452,2,2,backend,9.0
4413,1,3,backend,6.2
2766,4,2,database,16.7
4395,5,1,backend,17.4
3149,2,2,database,11.6
2848,1,2,deployment,2.2
4883,2,2,deployment,2.4
2242,4,2,database,17.3
2819,4,3,deployment,2.8
3476,4,1,testing,7.9
4821,1,3,frontend,4.4
2048,1,3,backend,6.7
359,4,2,frontend,10.3
4518,2,1,frontend,8.1
2357,3,3,deployment,2.9
448,4,1,testing,8.0
2972,5,2,backend,15.8
4124,4,2,testing,7.0
3608,5,1,database,21.7
867,2,1,backend,10.7
1235,4,2,backend,13.7
1793,5,3,testing,7.2
2531,1,1,testing,4.0
3558,2,3,testing,4.6
2660,2,3,backend,8.6
2391,3,1,frontend,9.3
1462,3,3,backend,10.1
3397,4,2,backend,14.0
2766,4,3,deployment,2.9
1952,2,2,frontend,7.4
543,3,2,deployment,3.2
4601,2,1,deployment,3.0
3448,5,3,database,17.1
12,1,3,deployment,2.0
3570,1,1,backend,8.5
4115,1,2,database,8.6
3822,4,3,database,15.1
2531,2,1,deployment,2.5
1755,2,1,database,12.8
3775,3,1,frontend,9.9
3617,5,2,deployment,4.4
3002,1,1,deployment,2.0
1663,2,1,testing,4.7
2348,1,1,testing,3.9
3914,5,2,database,19.4
2008,4,1,database,18.6
49,5,2,backend,15.5
2768,3,1,backend,13.3
3458,1,1,testing,4.1
4922,4,3,backend,12.2
1960,2,2,database,12.1
3900,1,2,frontend,5.1
1768,1,2,testing,3.9
2869,5,1,database,21.8
2131,4,2,testing,6.8
3866,3,2,database,14.4
4362,1,2,deployment,2.1
3734,4,3,deployment,3.4
3374,3,3,backend,10.4
1193,5,3,testing,6.7
1810,4,3,testing,5.8
570,4,3,testing,5.8
2603,5,1,deployment,4.7
4509,5,1,testing,8.5
3193,2,2,database,12.0
2441,3,2,backend,11.7
1013,3,1,deployment,3.3
3138,4,1,database,18.7
1968,4,3,backend,12.1
1458,2,3,deployment,2.5
538,2,2,backend,9.6
2487,4,3,testing,5.8
4514,4,3,backend,12.1
860,4,3,backend,11.9
4295,4,1,testing,7.3
172,5,1,database,21.6
4311,1,3,deployment,2.0
1024,1,3,frontend,4.6
3100,4,1,testing,7.2
1871,3,3,testing,5.4
2743,5,3,backend,14.2
2455,4,2,testing,7.3
3642,4,3,database,15.1
2258,1,3,testing,2.9
3439,2,2,database,11.2
179,2,2,frontend,6.9
186,3,3,backend,9.8
239,1,1,deployment,2.5
1244,3,2,testing,5.3
1495,1,1,database,10.1
2789,1,3,database,8.5
4782,5,2,deployment,4.0
2693,1,1,testing,3.9
784,3,1,database,16.3
2035,5,2,database,20.0
1834,2,1,testing,5.1
3731,3,2,frontend,8.3
1588,1,2,deployment,2.3
3643,2,1,deployment,2.4
3923,3,2,testing,5.8
3621,3,2,testing,5.7
4993,4,1,deployment,3.8
1675,5,1,testing,8.6
1455,3,1,frontend,9.4
4839,1,1,testing,4.2
496,3,3,backend,10.7
4492,1,3,backend,6.1
3878,1,3,deployment,2.0
4032,4,2,deployment,3.3
3449,4,2,testing,6.7
1855,1,3,deployment,1.8
3713,3,1,deployment,2.7
3275,2,2,testing,5.1
1270,1,2,backend,6.9
2442,3,2,deployment,3.2
4371,1,1,frontend,6.0
4872,3,1,backend,12.4
2997,3,1,testing,6.7
3176,1,3,frontend,4.8
1586,3,1,backend,13.2
1992,1,3,backend,6.3
1353,5,1,deployment,4.7
2361,3,2,frontend,8.9
2435,2,3,deployment,2.3
238,4,1,frontend,11.5
543,4,2,backend,13.5
4075,2,1,backend,10.6
898,1,2,database,9.4
4310,1,3,testing,2.9
204,5,2,database,19.8
2045,2,1,frontend,8.1
4096,2,1,deployment,2.6
3985,1,3,frontend,5.3
1776,4,2,testing,7.1
2234,1,3,deployment,1.2
412,2,3,database,10.5
456,1,3,frontend,5.0
2004,3,1,database,16.4
4952,4,1,database,19.2
594,1,2,testing,3.2
4234,1,3,frontend,4.4
2516,3,2,backend,11.2
4449,1,1,testing,4.0
4510,1,2,deployment,2.1
4483,2,1,frontend,7.7
4483,2,1,deployment,2.5
182,3,1,testing,6.0
2840,5,1,testing,9.3
265,5,1,deployment,4.6
2717,4,3,testing,5.9
3981,1,2,deployment,1.6
1837,3,2,deployment,2.8
4930,5,3,database,17.3
1074,2,2,database,11.5
4298,4,1,database,19.1
3682,5,1,deployment,4.9
4570,3,3,frontend,7.9
2366,4,1,backend,15.5
2269,4,3,frontend,9.1
4936,4,3,testing,6.3
3948,1,1,backend,8.3
584,5,1,frontend,12.9
576,4,3,deployment,3.1
2157,4,2,backend,13.4
1686,5,2,frontend,11.5
1993,1,3,deployment,1.7
535,1,1,backend,7.9
3861,2,1,testing,5.2
1724,5,1,backend,18.1
1408,4,3,deployment,2.6
1371,4,1,frontend,11.0
3346,2,2,deployment,2.7
4496,3,2,testing,5.9
4931,5,3,deployment,4.0
3572,3,3,frontend,7.9
3714,2,3,deployment,2.1
4128,3,1,database,15.7
3423,1,1,backend,7.8
3944,4,2,deployment,3.4
1081,5,3,backend,14.6
141,5,2,frontend,12.0
1231,5,3,testing,7.2
3107,4,1,backend,15.5
3933,3,2,backend,11.6
1521,5,1,frontend,13.4
4648,1,2,backend,7.3
4540,2,1,testing,5.6
2973,4,1,database,18.5
375,2,1,testing,5.2
4812,1,2,database,9.1
1506,5,3,backend,14.1
2005,3,3,backend,9.8
1751,1,1,database,10.5
268,4,1,backend,15.4
3460,5,3,frontend,10.2
815,3,2,backend,11.4
1717,5,3,backend,14.2
4838,1,2,frontend,5.0
3048,3,2,testing,5.3
3607,3,2,deployment,3.1
2917,2,3,testing,4.2
3631,1,2,frontend,4.9
928,3,3,frontend,7.4
3918,5,2,database,19.8
2758,5,2,deployment,3.7
4792,5,3,frontend,10.2
1921,1,1,deployment,2.4
1373,2,2,database,11.9
4729,2,1,testing,5.5
3096,4,3,testing,6.5
3593,3,1,testing,6.8
3195,5,1,frontend,13.6
3993,3,1,testing,6.3
2615,2,2,frontend,7.0
4398,4,1,testing,7.2
1032,3,2,frontend,8.7
4234,1,1,backend,7.7
1857,3,3,backend,10.7
3838,3,3,backend,9.7
292,4,1,testing,7.7
687,5,3,deployment,3.6
4985,3,1,frontend,9.6
27,1,2,backend,7.3
3863,5,1,backend,17.3
3607,4,2,deployment,3.6
4666,3,1,testing,6.1
3221,5,2,deployment,3.9
2605,4,1,backend,14.9
2468,5,2,database,19.3
1505,2,1,frontend,7.5
3049,5,3,backend,14.4
1253,2,1,frontend,8.1
2981,4,3,deployment,2.8
3607,3,1,testing,6.0
914,3,2,testing,5.6
4794,5,2,testing,7.7
95,1,3,frontend,4.8
4262,3,2,frontend,8.6
3950,4,1,deployment,3.9
2891,5,2,frontend,12.0
4609,4,3,deployment,2.6
2439,5,3,testing,7.1
2932,5,1,deployment,4.8
1595,4,3,frontend,9.3
3415,3,1,database,15.6
4589,1,3,database,8.4
3392,2,1,backend,10.5
4731,2,2,database,11.9
3196,4,2,database,16.7
4355,2,3,database,10.0
1701,3,1,database,16.2
3000,3,2,backend,11.7
1320,2,1,backend,9.9
1973,5,3,testing,6.7
4763,4,3,database,15.4
4,4,3,database,15.3
2818,5,2,testing,8.0
2240,1,3,deployment,1.8
3115,2,2,deployment,2.0
1174,3,2,deployment,2.4
2153,5,3,backend,14.0
2335,2,1,backend,10.2
332,5,2,backend,15.8
3203,2,1,database,12.9
3261,1,1,database,10.4
4318,3,2,deployment,2.8
2204,4,1,frontend,11.9
1753,2,1,frontend,8.3
1373,5,2,deployment,3.7
1479,5,2,testing,7.6
1757,2,3,testing,4.0
4529,3,2,database,14.3
1706,5,2,backend,15.7
3376,1,3,deployment,1.9
4467,1,3,deployment,1.3
4860,1,1,deployment,2.1
2008,2,2,testing,4.5
3256,3,1,frontend,9.2
1954,2,3,testing,4.3
1482,5,3,deployment,3.8
2499,3,3,database,13.1
153,1,2,frontend,5.7
3644,4,1,testing,7.2
1768,3,3,frontend,7.4
1185,1,1,backend,8.4
262,1,3,testing,3.4
2543,3,3,deployment,2.8
2205,2,3,deployment,1.7
905,2,1,backend,10.2
2093,5,1,deployment,4.0
4152,2,2,backend,9.1
3465,1,1,deployment,2.1
2525,4,2,testing,6.8
1533,4,1,database,19.2
3573,1,1,backend,8.4
956,3,3,frontend,8.1
28,4,1,deployment,3.9
593,5,3,testing,7.0
2485,4,2,database,16.8
2044,3,2,backend,11.6
345,1,3,testing,2.9
4738,5,2,testing,8.1
4428,1,1,deployment,2.2
964,5,3,testing,6.8
241,4,2,deployment,3.3
1282,4,1,frontend,11.9
1772,3,2,deployment,3.3
3112,3,1,deployment,3.5
4689,3,3,deployment,2.8
1177,1,2,testing,4.0
1115,2,1,database,12.8
4067,3,2,database,14.9
1121,2,2,database,11.6
2765,3,1,database,16.2
1526,5,3,deployment,3.9
3430,4,2,backend,13.8
4420,2,1,frontend,8.2
4176,3,1,deployment,3.2
2745,5,3,testing,7.3
4947,5,1,backend,17.2
4227,3,1,database,16.2
347,5,3,frontend,10.3
759,1,1,deployment,1.7
4134,3,3,backend,9.9
3189,3,3,backend,10.2
2533,4,1,backend,15.1
1081,1,3,testing,3.6
4107,2,1,deployment,2.3
4699,1,3,backend,6.2
2620,5,1,testing,8.5
3308,3,2,database,13.9
3368,2,3,testing,3.8
4441,3,2,testing,6.2
1953,4,1,deployment,3.9
1495,2,1,database,12.8
3508,4,1,frontend,10.9
3765,2,2,deployment,2.1
4486,2,1,testing,5.6
355,4,3,deployment,3.3
2779,2,3,testing,4.4
3600,3,2,backend,11.9
4812,3,1,database,15.7
3693,2,2,backend,9.7
3498,2,2,deployment,2.3
1312,5,3,backend,14.6
4921,4,1,testing,7.8
1251,2,1,database,13.1
1776,5,1,database,22.0
4905,4,3,testing,6.0
2546,1,2,testing,3.1
3585,3,1,database,15.9
1833,3,2,deployment,2.8
4415,1,1,deployment,2.0
2518,3,3,frontend,7.4
118,3,1,testing,6.6
4524,1,2,backend,7.3
752,4,3,deployment,2.7
701,2,1,deployment,2.4
2192,4,2,database,17.2
2946,5,2,testing,7.8
4195,5,2,frontend,11.9
4025,2,3,frontend,6.4
4444,2,1,backend,10.4
2558,1,2,testing,4.0
3118,5,3,deployment,3.7
4113,3,3,backend,10.3
1042,4,1,backend,15.1
2228,5,1,testing,8.5
3333,5,2,database,19.9
4075,4,1,frontend,11.7
792,1,3,database,8.1
3342,1,2,testing,3.6
3912,2,3,testing,4.1
3573,3,3,deployment,2.6
3392,1,3,testing,3.0
2063,3,1,deployment,3.2
4318,2,2,database,12.2
2559,1,3,backend,6.0
2894,3,3,deployment,2.7
688,1,1,frontend,6.0
1045,3,1,backend,12.6
2982,3,3,backend,10.2
540,4,2,database,16.9
2489,2,3,testing,3.9
4159,3,2,backend,11.4
4854,3,3,deployment,2.3
467,1,3,frontend,4.3
1394,1,2,frontend,5.2
4869,1,2,testing,3.7
2341,3,3,testing,5.1
4926,3,1,testing,6.2
4910,4,2,deployment,3.1
3554,1,3,database,8.0
1704,3,2,frontend,8.7
3587,5,3,testing,7.2
925,1,1,backend,7.8
199,2,3,deployment,1.8
270,3,2,database,14.7
3305,5,2,deployment,4.0
4221,4,3,testing,5.6
1551,1,1,deployment,2.1
3592,2,2,database,11.8
945,5,1,database,22.2
1300,3,2,backend,11.5
617,3,3,database,12.9
2025,5,2,testing,8.2
3531,1,1,backend,7.7
4043,2,2,frontend,6.9
1595,5,2,database,19.8
4102,4,2,deployment,3.4
4789,5,1,deployment,4.8
2942,5,2,testing,7.5
217,5,3,frontend,10.9
4764,3,1,database,16.0
3271,1,2,database,9.4
2364,5,3,testing,7.2
3434,2,3,testing,3.8
2613,2,2,backend,9.5
4873,3,3,database,13.2
2393,2,3,database,10.4
237,1,1,frontend,5.6
2773,5,2,frontend,12.1
4977,3,2,frontend,8.9
3942,2,2,backend,9.6
2086,2,1,database,12.7
82,2,1,backend,10.6
4052,1,3,backend,6.7
2557,5,2,database,20.3
1559,2,3,deployment,1.8
3136,1,3,frontend,5.1
4802,4,2,frontend,10.2
2740,5,2,deployment,3.6
943,4,2,deployment,3.6
4804,1,3,backend,6.2
2941,1,1,backend,7.8
3869,5,1,backend,17.6
259,2,2,database,12.1
3311,1,3,deployment,1.8
3348,3,3,database,12.7
3617,4,3,database,14.9
3212,4,3,deployment,3.0
202,5,3,frontend,10.9
3441,2,3,database,10.1
29,2,3,frontend,5.7
2901,2,3,backend,8.7
3021,4,2,deployment,2.9
1114,3,2,database,14.0
507,2,3,frontend,6.0
4668,2,1,deployment,3.0
3523,4,1,database,19.3
2399,2,2,backend,9.7
1074,5,3,database,17.7
3679,4,3,database,15.3
2475,3,1,deployment,3.5
3954,5,2,backend,15.8
1949,5,1,frontend,13.0
384,3,1,backend,13.1
3934,1,2,deployment,2.1
3126,4,2,database,17.5
190,4,1,testing,7.8
4975,3,3,frontend,8.1
2773,1,3,database,7.9
408,1,3,frontend,5.1
4051,5,2,deployment,4.0
3032,1,1,backend,7.8
3412,5,3,backend,13.6
3302,2,2,backend,9.4
860,3,3,backend,10.3
3135,5,3,database,17.2
3828,1,2,deployment,2.2
3664,3,1,database,16.3
2988,3,3,database,12.9
1944,2,3,testing,4.3
2210,3,1,deployment,3.1
1968,4,3,database,14.8
2852,5,1,backend,17.6
3987,5,3,frontend,10.9
2438,2,3,testing,4.5
1909,4,1,testing,7.4
2769,4,1,database,19.4
4753,5,1,deployment,4.9
4683,2,1,database,12.5
2480,2,3,frontend,6.3
717,3,2,database,14.2
2954,1,1,testing,4.4
870,2,2,deployment,2.8
2540,4,3,database,15.5
223,4,3,database,15.4
1509,2,3,frontend,6.3
464,2,2,backend,9.1
3871,2,1,testing,4.8
2369,3,2,testing,5.4
2118,1,3,backend,6.0
3798,2,3,frontend,6.6
3932,4,3,database,15.0
3363,2,1,deployment,2.9
2957,2,3,frontend,5.9
1659,4,1,frontend,11.8
1613,3,2,database,13.9
3374,2,3,database,10.0
4813,2,1,frontend,7.9
4642,3,2,deployment,3.1
4429,5,1,database,21.8
3224,2,3,backend,7.9
1462,3,1,database,16.4
922,2,2,database,11.8
3251,2,2,deployment,2.5
2486,3,2,database,14.0
504,3,2,database,14.1
405,1,3,deployment,1.4
2554,4,3,backend,11.8
1019,2,1,deployment,2.6
3226,3,1,testing,6.1
935,5,2,testing,7.8
